"CodEnvio","Fecha","CodCliente","CodEmpleado","CodVehiculo","DireccionOrigen","CPostalOrigen","DireccionDestino","CPostalDestino","Distancia","Importe"
2887,"17/5/15 0:00:00","0080",6,"Z-2345-BJ","CL / PLAZA EMILIO ALFARO 1                                                  ","50010","AV / CATALUÑA  243                                                          ","50014",2,30.0200
2888,"17/5/15 0:00:00","0070",6,"Z-2345-BJ","CL / DATO 25                                                                ","50005","AV / GOMEZ LAGUNA 151-155                                   ","50012",10,122.6000
2889,"17/5/15 0:00:00","0004",7,"Z-2675-BF","CL / MAESTRO MINGOTE 20-22                                                  ","50002","CL / SOBRARBE, 63                                                           ","50015",10,5.3200
2890,"17/5/15 0:00:00","0038",7,"Z-2675-BF","CL / SAN PEDRO NOLASCO 1                                                    ","50001","CL / LEOPOLDO ROMERO  8                                     ","50002",9,5.5700
2891,"17/5/15 0:00:00","0070",7,"Z-2675-BF","AV / GOMEZ LAGUNA 151-155                                   ","50012","CL / CAMINO DE LOS MOLINOS 157 1 1                                          ","50015",4,5.0700
2892,"17/5/15 0:00:00","0043",7,"Z-2675-BF","CL / MIGUEL SERVET 177                                                      ","50002","AV / CESARIO ALIERTA 99                                                     ","50013",7,5.8700
2893,"17/5/15 0:00:00","0086",8,"Z-2676-BF","CL / SEVILLA 28-30                                                          ","50006","CL / JESUS Y MARIA 29                                                       ","50015",8,5.6200
2894,"17/5/15 0:00:00","0090",8,"Z-2676-BF","CL / D. PEDRO DE LUNA 54                                                    ","50010","CL / VALLE ZURIZA, 15                                                       ","50015",5,5.5200
2895,"17/5/15 0:00:00","0026",8,"Z-2676-BF","CL / ESCOSURA 47-49                                                         ","50005","CL / ASALTO 45                                              ","50002",7,5.6700
2896,"17/5/15 0:00:00","0084",9,"Z-4678-BF","CL / MILAGROSA 7 7                                                          ","50009","CL / AVENIDA DE VALENCIA 5                                                  ","50005",8,54.9200
2897,"17/5/15 0:00:00","0019",9,"Z-4678-BF","CL / LUIS DEL VALLE  14-16                                                  ","50005","CL / MIGUEL SERVET 177                                      ","50002",2,17.2100
2898,"17/5/15 0:00:00","0053",1,"Z-8113-BK","CL / ANDRES GRAY GROSS 1                                                    ","50010","PA / INDEPENDENCIA   24-26 6 12                                             ","50001",1,12.5900
2899,"17/5/15 0:00:00","0030",1,"Z-8113-BK","CL / CANOVAS 23                                                             ","50004","CL / MONASTERIO DE LA OLIVA,  14                                            ","50002",5,24.0100
2900,"17/5/15 0:00:00","0015",2,"Z-8114-BK","CL / SAN ROQUE  25 BAJO                                                     ","50010","CL / FRAY LUIS URBANO,  CASA 23 11                          ","50002",3,57.9100
2901,"18/5/15 0:00:00","0073",3,"3851-CBT","CL / CAMINO DEL PILON 47                                    ","50011","CL / PADRE LANDA 11                                                         ","50003",8,443.7100
2902,"18/5/15 0:00:00","0035",4,"8745-CBF","CL / ROSAS 13                                                               ","50009","CL / MONASTERIO DE LA OLIVA,  14                            ","50002",8,145.7800
2903,"18/5/15 0:00:00","0009",4,"8745-CBF","CL / TENIENTE CATALAN 3                                                     ","50005","CL / MONASTERIO DE SIRESA 9-11                              ","50002",6,212.7500
2904,"18/5/15 0:00:00","0082",5,"Z-2345-BJ","CL / BALBINO ORENSANZ 13 2 A                                                ","50014","PA / CALANDA  72                                                            ","50010",10,125.9600
2905,"18/5/15 0:00:00","0058",5,"Z-2345-BJ","CL / SUPERVIA 2-4 10 C                                                      ","50006","CL / ITALIA 58                                                              ","50010",1,28.9800
2906,"18/5/15 0:00:00","0012",6,"Z-2675-BF","CL / SAN VICENTE MARTIR 24                                  ","50080","CL / DON PEDRO DE LUNA  5                                                   ","50010",2,5.1500
2907,"18/5/15 0:00:00","0083",6,"Z-2675-BF","CL / MAESTRO SERRANO  2 ENTL IZ                                             ","50009","CL / LA REINA  11-13                                        ","50011",4,5.1500
2908,"18/5/15 0:00:00","0039",6,"Z-2675-BF","PA /  ECHEGARAY CABALLERO, 76                                               ","50001","CL / COSO  7                                                ","50002",3,5.1800
2909,"18/5/15 0:00:00","0009",6,"Z-2675-BF","CL / MONASTERIO DE SIRESA 9-11                              ","50002","CL / GARCIA SANCHEZ 15                                                      ","50005",5,5.2000
2910,"18/5/15 0:00:00","0007",7,"Z-2676-BF","CL / AMADO NERO 2                                                           ","50008","AV / ANSELMO CLAVE 37-41                                                    ","50004",8,5.6000
2911,"18/5/15 0:00:00","0052",7,"Z-2676-BF","CL / TURCO 14                                                               ","50002","CL / AMISTAD 017                                            ","50002",1,5.0500
2912,"18/5/15 0:00:00","0059",7,"Z-2676-BF","CL / GARCIA ARISTA 18                                                       ","50015","CL / SANTA ANA - EDIF. EBROSA 4                                             ","50004",10,5.7800
2913,"18/5/15 0:00:00","0015",8,"Z-4678-BF","PI / SAN VALERO 78-79                                                       ","50010","CL / MARIANO BARBASAN 10 BAJO                                               ","50002",6,55.1800
2914,"18/5/15 0:00:00","0067",8,"Z-4678-BF","AV / CATALUÑA  243                                                          ","50014","CL / MIGUEL SERVET 177                                      ","50002",10,95.6900
2915,"18/5/15 0:00:00","0038",9,"Z-8113-BK","CL / LEOPOLDO ROMERO  8                                     ","50002","CL / CONDE ARANDA 78                                                        ","50003",4,49.8300
2916,"18/5/15 0:00:00","0035",1,"Z-8114-BK","CL / MONASTERIO DE LA OLIVA,  14                            ","50002","CL / AVDA. CATALUÑA 243                                                     ","50014",8,51.6100
2917,"18/5/15 0:00:00","0081",1,"Z-8114-BK","AV / CATALUÑA 249                                                           ","50014","CL / AVDA MADRID 97                                                         ","50010",2,31.2500
2918,"19/5/15 0:00:00","0070",1,"3851-CBT","AV / GOMEZ LAGUNA 151-155                                   ","50012","CL / CAMINO MIRALBUENO 172                                                  ","50011",8,260.1700
2919,"19/5/15 0:00:00","0023",2,"8745-CBF","AV / DE MONTAÑANA 930                                       ","50080","CL / VALLE DE ZURIZA 15                                                     ","50015",4,184.5600
2920,"19/5/15 0:00:00","0005",3,"Z-2345-BJ","CL / FRANCISCO VITORIA 15                                                   ","50008","CL / COMPROMISO DE CASPE 25                                 ","50002",9,156.6300
2921,"19/5/15 0:00:00","0006",4,"Z-2675-BF","CL / LA REINA  11-13                                                        ","50011","CL / DUQUEDA VILLAHERMOSA,  157                                             ","50009",3,5.0700
2922,"19/5/15 0:00:00","0046",4,"Z-2675-BF","CL / ADOLFO AZNAR 26                                                        ","50015","CL / MONASTERIO DE ALAHON  1-3                              ","50002",6,5.2500
2923,"19/5/15 0:00:00","0091",4,"Z-2675-BF","CL / BRAZATO 3  1º D                                                        ","50012","CL / ESPOZ Y MINA 4                                         ","50003",9,5.3300
2924,"19/5/15 0:00:00","0015",4,"Z-2675-BF","CL / FRAY LUIS URBANO,  CASA 23 11                          ","50002","CL / CONCEPCION 5                                                           ","50008",5,5.2700
2925,"19/5/15 0:00:00","0003",4,"Z-2675-BF","CL / DOCTOR HORNO 26                                                        ","50004","CL / MIGUEL SERVET 177                                      ","50002",7,5.3500
2926,"19/5/15 0:00:00","0025",4,"Z-2675-BF","CL / FRAY LUIS URBANO 55                                    ","50002","CL / MIGUEL SERVET 177                                                      ","50002",5,5.0600
2927,"19/5/15 0:00:00","0056",5,"Z-2676-BF","CL / GASCON DE GOTOR 25                                                     ","50006","CL / JUAN PABLO BONET 6                                     ","50002",3,5.1300
2928,"19/5/15 0:00:00","0026",5,"Z-2676-BF","CL / CONCEPCION ARENAL 10                                                   ","50005","PA / CONSTITUCION 16 9º C                                                   ","50008",1,5.0500
2929,"19/5/15 0:00:00","0067",5,"Z-2676-BF","CL / MIGUEL SERVET 177                                      ","50002","CL / BALBINO ORENSANZ 13 2 A                                                ","50014",5,5.2600
2930,"19/5/15 0:00:00","0008",5,"Z-2676-BF","CL / MARIA GUERRERO  15                                                     ","50009","CL / MIGUEL SERVET 177                                      ","50002",4,5.3000
2931,"19/5/15 0:00:00","0026",6,"Z-4678-BF","CL / MIGUEL SERVET 177                                                      ","50002","CL / ASALTO 45                                              ","50002",8,151.4000
2932,"19/5/15 0:00:00","0025",7,"Z-8113-BK","CL / TARAZONA 9                                                             ","50010","CL / FRAY LUIS URBANO 55                                    ","50002",8,94.4900
2933,"19/5/15 0:00:00","0043",8,"Z-8114-BK","CL / LEOPOLDO ROMERO  8                                                     ","50002","CL / SANTIAGO 12                                                            ","50003",10,67.7600
2934,"19/5/15 0:00:00","0010",8,"Z-8114-BK","AV / CATALUÑA 301                                                           ","50014","CL / MONASTERIO DE SIRESA 13  6º C                          ","50002",10,122.8100
2935,"20/5/15 0:00:00","0036",7,"3851-CBT","CL / CARLOS MARX 2-4                                                        ","50015","CL / BRETON 14                                                              ","50005",3,177.6500
